id	cul	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RHAB	FNL1	FNL2	AN	AC	RATE_WITCH	MR	SBS	AM	IRI_EC	IRI_PT	EXP
539	EN1483	EN	1	32	West	None	US	Us	None	AZ	Yes		Junior High School / Middle School	0	NA	NA	1	4.36363636363636	0	7	0.166666666666667	5.4	4.85714285714286	4.28571428571429	3
540	EN1484	EN	1	32	West	West coast	USA	US	Unemployed 	Ca	Yes		Other	4	NA	NA	3.5	3.54545454545455	0	6.46153846153846	4	3.93333333333333	5.57142857142857	6.71428571428571	2.66666666666667
541	EN1485	EN	1	20	South	Christian	U.S.	u.s.	designer	CA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	NA	NA	4	5.54545454545455	1	2.15384615384615	3	8.66666666666667	4.57142857142857	4.57142857142857	6.66666666666667
542	EN1486	EN	0	42	South	Pentecostal 	United States	United States	Construction 	Louisiana 	Yes		Junior High School / Middle School	10	NA	NA	2.125	5.81818181818182	0	4.23076923076923	4	0.666666666666667	6.28571428571429	5.57142857142857	3
543	EN1487	EN	1	27	South	Christian	USA	USA	Teacher	Tennessee	Yes		University / College / Undergraduate School (Bachelor Degree)	5	NA	NA	2.125	4.54545454545455	1	5.53846153846154	2.33333333333333	0.933333333333333	6.14285714285714	5.57142857142857	1
544	EN1488	EN	0	21	South	Agnostic	US	US	Student	AL	Yes		University / College / Undergraduate School (Bachelor Degree)	3	NA	NA	2.875	5.45454545454545	1	3.92307692307692	1.83333333333333	3.86666666666667	4.71428571428571	5	6
545	EN1489	EN	1	36	Midwest	Christian	Usa	Usa	Financial 	Wv	Yes		Vocational School / Technical College / Communication College (Associate Degree)	6	NA	NA	2.625	2.54545454545455	1	5.38461538461539	4	4.8	6.85714285714286	4.42857142857143	4
546	EN149	EN	0	45	Northeast	Jewish	American	Aurbery	Technology IT	Texas	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	NA	NA	4.5	5.63636363636364	1	4.30769230769231	1.33333333333333	7.6	4.14285714285714	4.57142857142857	6.66666666666667
547	EN1490	EN	1	26	Midwest	None	United States 	United States 	Para educator 	Iowa	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	3.625	2.45454545454545	1	2.38461538461538	1.33333333333333	5.33333333333333	6	5.14285714285714	2.66666666666667
548	EN1491	EN	0	57	South	other	usa	usa	entertainment tech	Fl	Yes		Vocational School / Technical College / Communication College (Associate Degree)	1	NA	NA	3.25	3.09090909090909	1	6.30769230769231	3.33333333333333	4.93333333333333	5	3.85714285714286	4
549	EN1492	EN	0	55	Midwest	Catholic 	United States	United States	Locomotives engineer 	IN	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	2.75	4.36363636363636	1	6.15384615384615	4	1.93333333333333	5.42857142857143	4.57142857142857	2.33333333333333
550	EN1493	EN	1	22	South	christian 	USA	USA	Student 	LA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4.5	5.63636363636364	1	7	4	1.8	6.85714285714286	6.57142857142857	1
551	EN1494	EN	1	55	South	I pray at home but donot get out to church as often i should. 	USA	USA	Retired 	VA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	3	NA	NA	2.5	4.18181818181818	1	4.92307692307692	1.16666666666667	0.333333333333333	6.42857142857143	5.57142857142857	3
552	EN1495	EN	1	34	Midwest	Atheist	US	US	Professional Services	IN	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	3.5	2.72727272727273	0	6.76923076923077	0	5.26666666666667	5.14285714285714	4.14285714285714	4.33333333333333
553	EN1496	EN	1	44	South	Baptist 	United States	United States	Medical assistant 	LA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	4	NA	NA	4	5.45454545454545	1	6.38461538461539	4	0.733333333333333	6	6	2.66666666666667
554	EN1497	EN	0	50	West	Unsure and I wish that I had faith.	USA	USA	Investor	Washington 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	1	NA	NA	2.5	4.63636363636364	1	4.07692307692308	1.5	4	5	3.71428571428571	3.33333333333333
555	EN1498	EN	1	25	South	Methodist	USA	USA	Unemployed	South Carolina	Yes	Basic	Other	0	NA	NA	1	2.09090909090909	1	7	-4	0	3.57142857142857	2.71428571428571	1
556	EN1499	EN	0	56	South	(Progressive) Christian 	United States	United States	Licensed Clinical Pastoral Therapist	Tennessee	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	1.875	3.27272727272727	1	6.92307692307692	2.16666666666667	1	6.42857142857143	5.71428571428571	2.66666666666667
557	EN15	EN	0	36	Northeast	Christianity 	United States 	United States 	Employed	Texas	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.375	5.36363636363636	1	4.15384615384615	2.16666666666667	7.2	5.57142857142857	4	4.66666666666667
558	EN150	EN	0	41	South	Catholic	USA	USA	IT Director	Virginia	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.5	4.09090909090909	1	3.61538461538462	2.5	6.26666666666667	4.71428571428571	5.28571428571429	3
559	EN1500	EN	0	37	West	None	Usa	Usa	None	Nevada	Yes		Junior High School / Middle School	0	NA	NA	2	4	0	4.53846153846154	4	5.66666666666667	6.14285714285714	6.42857142857143	5.33333333333333
560	EN1501	EN	0	59	Midwest	methodist	usa	usa	disabled	WI	Yes		Junior High School / Middle School	4	NA	NA	3.875	1.90909090909091	1	6.61538461538461	2	6	5.14285714285714	4.85714285714286	3.33333333333333
561	EN1502	EN	1	59	West	Christian 	United States	United States	Environmental service tech	CA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	4.25	4.09090909090909	1	6	3.5	5.13333333333333	6.57142857142857	5.28571428571429	1.33333333333333
562	EN1503	EN	0	37	West	Christian	US	US	Disability 	Wa	Yes		Vocational School / Technical College / Communication College (Associate Degree)	1	NA	NA	1	2.36363636363636	1	2.15384615384615	3	4	2.85714285714286	3	1
563	EN1504	EN	0	57	West	Christian	United States	United States	Disabled	CA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	3	NA	NA	3.125	3.72727272727273	0	5	-0.666666666666667	2.53333333333333	5	5.57142857142857	4
564	EN1505	EN	0	48	Midwest	Agnostic	USA	USA	Engineering	MI	Yes	Native	Vocational School / Technical College / Communication College (Associate Degree)	1	NA	NA	3.375	4.63636363636364	0	5.30769230769231	0.833333333333333	1.66666666666667	4.71428571428571	4.14285714285714	1.33333333333333
565	EN1506	EN	1	30	Midwest	Don驕ｯｽｶ陷ｽｲ want to answer	Usa	Usa	Homemaker	Wa	Yes		Junior High School / Middle School	0	NA	NA	3.625	5.36363636363636	1	4.38461538461539	0	0	7	6.57142857142857	1
566	EN1507	EN	1	44	South	Catholic 	USA	USA		South Carolina 	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.125	4.72727272727273	1	5.53846153846154	4	2	5.42857142857143	5.42857142857143	1
567	EN1508	EN	1	45	Midwest	Catholic	USA 	USA 	Office administrator 	Mo	Yes		Vocational School / Technical College / Communication College (Associate Degree)	3	NA	NA	1.875	5	1	5	2.5	5.33333333333333	6	5.57142857142857	2.66666666666667
568	EN1509	EN	0	55	South	Catholic/Jewish	United States	United States	Educator	Md	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4.625	3.45454545454545	1	7	3.33333333333333	6.8	3.71428571428571	5	3.33333333333333
569	EN151	EN	0	40	Northeast	Pentecostal	Philadelphia	Philadelphia	Teacher	Pennsylvania	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	4.5	6	1	1.61538461538462	3.66666666666667	0	5	5.14285714285714	4
570	EN1510	EN	1	47	West	Christian	United States	United States	Business Manager	Idaho	Yes		University / College / Undergraduate School (Bachelor Degree)	1	NA	NA	2.375	3.18181818181818	0	4	2.83333333333333	2.86666666666667	6	5.14285714285714	3.33333333333333
571	EN1511	EN	0	21	Midwest	N/A	USA	USA	Unemployed	MN	Yes	Basic	Other	0	NA	NA	2.625	4.45454545454545	1	6.69230769230769	2.16666666666667	2.4	2.85714285714286	5.14285714285714	1
572	EN1512	EN	0	56	West	Agnostic	United States	United States	N/A, Disabled veteran	Washington	No		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	4	2.45454545454545	1	6	0.666666666666667	4.6	5	6.42857142857143	3
573	EN1513	EN	0	50	South	none	USA	USA	none	FL	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	3.5	3.90909090909091	1	5.38461538461539	0.333333333333333	5.33333333333333	5.28571428571429	4.57142857142857	1
574	EN1514	EN	1	58	West	none	United States	United States	retired	ID	Yes		Junior High School / Middle School	0	NA	NA	3.75	3.63636363636364	0	7	-3.16666666666667	3.73333333333333	6.57142857142857	6.14285714285714	2.33333333333333
575	EN1515	EN	1	26	West	Wicca	United States	United States	Student	AZ	Yes		Junior High School / Middle School	3	NA	NA	4.25	1.45454545454545	1	5.15384615384615	2.83333333333333	4.53333333333333	6.42857142857143	5.71428571428571	3.33333333333333
576	EN1516	EN	0	42	Midwest	Catholic	United States	United States	Route delivery driver	WI	Yes		Vocational School / Technical College / Communication College (Associate Degree)	3	NA	NA	3	5.09090909090909	1	6	3.5	6.73333333333333	5.28571428571429	4.85714285714286	2.66666666666667
577	EN1517	EN	0	59	South	Non-denominational Charismatic	USA	USA	Manager	Texas	Yes		Other	10	NA	NA	1.75	4	0	6.69230769230769	4	2.33333333333333	6.42857142857143	4.71428571428571	3
578	EN1518	EN	1	24	Midwest	Christian	Usa	Usa	Retail	West virginia	Yes		Junior High School / Middle School	0	NA	NA	4.125	1.90909090909091	0	6.46153846153846	4	4.86666666666667	7	7	2.33333333333333
579	EN1519	EN	0	32	South	Jewish/agnostic 	United States	United States	Lawyer	GA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	NA	NA	2.5	4.72727272727273	0	4.61538461538461	1.16666666666667	5.73333333333333	5.57142857142857	5.57142857142857	1.66666666666667
580	EN152	EN	0	60	West	Christian	USA	USA	Retired 	Colorado 	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	3.75	4	0	3.15384615384615	4	2.4	3.85714285714286	2.28571428571429	3.33333333333333
581	EN1520	EN	1	31	South	None	USA	USA	Librarian	FL	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	0	NA	NA	4.75	1.63636363636364	1	6.61538461538461	-2.33333333333333	2	4.71428571428571	5.14285714285714	2.66666666666667
582	EN1521	EN	0	38	West	More spiritual than religious. Family is Armenian Orthodox	USA	USA	Self-Employed (2 businesses)	California	No	Native	University / College / Undergraduate School (Bachelor Degree)	6	NA	NA	3.375	2.81818181818182	0	5.38461538461539	1.83333333333333	4.06666666666667	5.57142857142857	4.42857142857143	6
583	EN1522	EN	0	51	West	I want to believe!	USA	USA	None	AZ	Yes		Other	0	NA	NA	3.375	4.45454545454545	0	6	0.5	2.26666666666667	4.14285714285714	4.28571428571429	3
584	EN1523	EN	1	37	Midwest	None	United states 	United states 	Disabled 	Ohio 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	2.5	3.45454545454545	1	5.38461538461539	1.5	5.2	5.28571428571429	4.42857142857143	1.33333333333333
585	EN1524	EN	0	38	West	Atheist 	USA	USA	CSR	CO	Yes		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	2.75	3.90909090909091	1	5	2.33333333333333	3.26666666666667	4.57142857142857	6.28571428571429	3.33333333333333
586	EN1525	EN	1	32	West	Na	Us	Us	Homemaker	Wa	Yes		Junior High School / Middle School	0	NA	NA	3	4	1	5	0	4.6	4	3.28571428571429	1
587	EN1526	EN	1	52	South	non denominational	United States	United States	Discharge Facilitator	NC	Yes		Vocational School / Technical College / Communication College (Associate Degree)	2	NA	NA	4.625	3.63636363636364	1	5.84615384615385	4	6.6	6.85714285714286	6.42857142857143	4.33333333333333
588	EN1527	EN	1	55	West	Catholic 	United States	US		California 	Yes		Other	10	NA	NA	3.125	5.54545454545455	0	3.30769230769231	3.16666666666667	4	5	4.42857142857143	3.66666666666667
589	EN1528	EN	0	32	South	Christian	USA 	Usa	Scientist	Texas	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	1.875	4.72727272727273	1	1	3.83333333333333	3.8	4.42857142857143	4.85714285714286	4
590	EN1529	EN	0	53	West	religious, not organized	United States	United States	Teacher	CA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	NA	NA	3.125	5.90909090909091	1	6	0.333333333333333	4	5.28571428571429	5.14285714285714	3
591	EN153	EN	1	38	Midwest	None	US	US	Pharmacist	IA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	0	NA	NA	1.125	2.45454545454545	1	5	-3.83333333333333	2.26666666666667	5	5.28571428571429	2.33333333333333
592	EN1530	EN	0	34	South	Christian	United States of America	United States of America	Information technology	Texas	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.75	6.72727272727273	1	6.69230769230769	2.83333333333333	1.93333333333333	7	7	4.66666666666667
593	EN1531	EN	0	60	West	Christian	US	US	Government	Ca	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2	2.54545454545455	1	6.61538461538461	3.33333333333333	6.53333333333333	6	6.14285714285714	2.33333333333333
594	EN1532	EN	1	46	South	Christianity 	Usa	Usa	Sales	Ga	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	3.25	3.36363636363636	0	6.23076923076923	2.66666666666667	3.86666666666667	7	6.14285714285714	4
595	EN1533	EN	1	26	South	Spiritual	United States	United States	Entrepreneur 	Florida	Yes		Other	5	NA	NA	3.375	2	1	5.23076923076923	4	5.13333333333333	5.71428571428571	5	2.66666666666667
596	EN1534	EN	1	20	West	n/a	united states	united states	n/-	california	Yes		Other	0	NA	NA	2.625	2.63636363636364	1	5.15384615384615	2.83333333333333	5	6.14285714285714	6.57142857142857	1
597	EN1535	EN	0	51	West	Christian	USA 	Usa	Truck driver 	TX 	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.125	6.09090909090909	1	1.46153846153846	4	0.733333333333333	6	3.71428571428571	1
598	EN1536	EN	0	39	South	Spiritual 	United States	US	Chef	Arkansas 	Yes		Other	3	NA	NA	2.125	2.09090909090909	1	3.46153846153846	4	7.8	5.71428571428571	6.14285714285714	5
599	EN1537	EN	1	26	South	Baptist	USA	USA	Escort	Alabama	Yes	Basic	Other	5	NA	NA	3.75	4.90909090909091	0	5.92307692307692	2	4	4.71428571428571	4.14285714285714	1.33333333333333
600	EN1538	EN	1	31	West	Christian 	U.S	U.S	Caregiver 	CA	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.625	4.45454545454545	1	6.53846153846154	3.83333333333333	2.2	6	5	2.66666666666667
601	EN1539	EN	1	42	South	Baptist	United states	United states	Manager	Florida 	Yes		University / College / Undergraduate School (Bachelor Degree)	8	NA	NA	4.5	2.36363636363636	1	6.53846153846154	4	6.66666666666667	7	7	3
602	EN154	EN	0	42	South	Catholic 	USA	USA	Training Manager 	Florida 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	5	5.90909090909091	0	1	4	10	4.42857142857143	5.28571428571429	8
603	EN1540	EN	1	60	South	JEHOVAH驕ｯｽｶ陷ｽ｡ WITNESS	USA	USA	Retired/Disabled	GA	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.75	5.45454545454545	0	5.15384615384615	1.33333333333333	1.66666666666667	6.14285714285714	4.57142857142857	2.33333333333333
604	EN1541	EN	0	25	West	I am a Christian	United states of America 	Usa	Survey taker	Georgia	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	3.125	4.36363636363636	0	3.61538461538462	4	4.26666666666667	3.85714285714286	4.14285714285714	3.33333333333333
605	EN1542	EN	0	59	South	Christian	United States	United States		AL	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	2.25	4.27272727272727	1	5.30769230769231	4	4.6	6.57142857142857	5.14285714285714	2.66666666666667
606	EN1543	EN	0	48	West	Protestant	USA	USA	University Manager	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	NA	NA	4.125	2.18181818181818	0	7	4	5.93333333333333	5.14285714285714	2.42857142857143	3
607	EN1544	EN	1	38	Midwest	Christian	Usa	Usa	Buyer	Michigan 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	3.25	5.36363636363636	1	5.61538461538461	4	0	5.57142857142857	5.28571428571429	5.66666666666667
608	EN1545	EN	1	60	South	Agnostic	United States	United States	Unemployed	SC	Yes	Native	Vocational School / Technical College / Communication College (Associate Degree)	2	NA	NA	4.75	2.54545454545455	1	7	0.666666666666667	6.33333333333333	7	5.85714285714286	6
609	EN1546	EN	0	59	Midwest	Christian 	United States 	United States 	Disabled 	Indiana 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	2.875	5.90909090909091	1	4	4	3.2	6	6.14285714285714	1
610	EN1547	EN	1	26	West	Agnostic	United States	United States	Tutor	California	Yes		University / College / Undergraduate School (Bachelor Degree)	2	NA	NA	4	5.18181818181818	1	3.92307692307692	1.16666666666667	5.06666666666667	5.71428571428571	5	5.66666666666667
611	EN1548	EN	1	53	Midwest	chirstian	United States	United States	homemaker	WI	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	1.875	6.09090909090909	1	6.30769230769231	4	4.93333333333333	7	5.71428571428571	1
612	EN1549	EN	0	54	Midwest	Lutheran	USA	USA	Dispatcher	WI	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.125	4.09090909090909	1	1	4	2.46666666666667	3.57142857142857	4	2.66666666666667
613	EN155	EN	0	35	Northeast	Islam	New York	United states of America	 Solid	United States of America	Yes	Conversational	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	NA	NA	4.125	4.54545454545455	1	2.15384615384615	3.33333333333333	8.4	5.57142857142857	4.57142857142857	2
614	EN1550	EN	1	31	South	Christian - Methodist 	USA 	USA	Homemaker 	ALABAMA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.75	5.63636363636364	1	5.92307692307692	4	1.26666666666667	6.42857142857143	5.28571428571429	2.33333333333333
615	EN1551	EN	0	39	Midwest	Jehovah witness	USA 	USA 	Home health care	Minnesota 	Yes		Other	4	NA	NA	4.625	5.18181818181818	0	5.53846153846154	3.33333333333333	6	6.14285714285714	6.71428571428571	2.33333333333333
616	EN1552	EN	0	55	Midwest	Lutheran	United States	United States	Retired	WI	Yes		Vocational School / Technical College / Communication College (Associate Degree)	2	NA	NA	4.375	3.54545454545455	1	5.38461538461539	2.16666666666667	4.53333333333333	6	5.57142857142857	2
617	EN1553	EN	0	48	West	na	usa	usa	educator	ca	No	Native	University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	1.5	3.72727272727273	1	5.76923076923077	1.16666666666667	5.93333333333333	4.85714285714286	4.42857142857143	4.33333333333333
618	EN1554	EN	1	56	South	Born again Christian 	United States	United States	Home health aide 	NC	Yes		Other	10	NA	NA	2	4.90909090909091	1	1.92307692307692	4	1.06666666666667	7	6.14285714285714	3
619	EN1555	EN	Other	27	South	Christian 	America	America		Florida	Yes	Business	Vocational School / Technical College / Communication College (Associate Degree)	6	NA	NA	3.5	4.45454545454545	1	4.30769230769231	3.16666666666667	5.86666666666667	4.14285714285714	4.85714285714286	3.33333333333333
620	EN1556	EN	1	28	South	Christian 	USA	USA	Student	FL	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.25	5.45454545454545	0	4.46153846153846	4	2	5.14285714285714	4.42857142857143	1
621	EN1557	EN	1	55	South	methodist	United States	United States	teacher 	FL	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.375	4.36363636363636	0	3.92307692307692	1.5	2.73333333333333	4.57142857142857	5	4
622	EN1558	EN	1	32	South	Christian 	United States of America 	United States of America	Homemaker 	Florida	Yes		Other	6	NA	NA	4.75	5.63636363636364	1	5.76923076923077	2	5.46666666666667	7	6.71428571428571	6
623	EN1559	EN	1	42	South	none	USA	USA	engineer	FL	No		Graduate University / Professional School (Master's Degree, Doctoral Degree)	0	NA	NA	4	1.72727272727273	1	4.61538461538461	-0.666666666666667	7.2	4.28571428571429	5.85714285714286	1.66666666666667
624	EN156	EN	1	37	Northeast	Catholic 	Us	Us	Customer service	Pa	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.875	4.54545454545455	1	5	3.33333333333333	3.26666666666667	6.14285714285714	5.42857142857143	1.33333333333333
625	EN1560	EN	1	40	South	None	Usa	Usa	Unemployment 	Tx	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	2.25	2.54545454545455	0	5.53846153846154	-0.666666666666667	3.33333333333333	6.14285714285714	3.42857142857143	1.33333333333333
626	EN1561	EN	1	51	South	Presbyterian 	Usa	Usa	Secretaey	Fl	Yes		University / College / Undergraduate School (Bachelor Degree)	1	NA	NA	1.75	4.27272727272727	1	3.15384615384615	3.5	3.8	6.14285714285714	5.42857142857143	1.66666666666667
627	EN1562	EN	1	38	South	Non 	Usa	Usa	Car sales	Tennessee 	Yes		Other	1	NA	NA	4.25	4.63636363636364	1	5.76923076923077	4	3.33333333333333	6.71428571428571	4.57142857142857	1.33333333333333
628	EN1563	EN	1	23	West	Atheist	Usa	Usa	Unemployed	Wa	Yes		Junior High School / Middle School	0	NA	NA	4.875	2.72727272727273	1	6.92307692307692	1.33333333333333	1.8	6.14285714285714	3.71428571428571	1.66666666666667
629	EN1564	EN	1	37	South	Christian 	Usa	Usa	Office manager 	Sc	Yes		Vocational School / Technical College / Communication College (Associate Degree)	1	NA	NA	3.875	3.72727272727273	1	4.69230769230769	2.83333333333333	6.53333333333333	5.57142857142857	3.42857142857143	1.66666666666667
630	EN1565	EN	1	35	South	Baptist	Usa	Usa	Na	Ga	Yes	Basic	Vocational School / Technical College / Communication College (Associate Degree)	3	NA	NA	3	4	1	4.07692307692308	2.33333333333333	4.8	4	3.57142857142857	3.33333333333333
631	EN1566	EN	1	39	West	Christian	United States	United States	Claims Adjuster	AZ	Yes		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	3.375	1.27272727272727	0	7	4	5.26666666666667	7	7	3.33333333333333
632	EN1567	EN	1	39	South	Catholic 	USA 	USA 	Nurse 	Tx	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	4.125	4.72727272727273	1	5.23076923076923	3.33333333333333	6	6.28571428571429	6.14285714285714	3.66666666666667
633	EN1568	EN	1	31	South	None	United States	Opelousas	Health Care Worker	LA	Yes		Junior High School / Middle School	3	NA	NA	3	5	1	6.07692307692308	3.33333333333333	4.4	6.71428571428571	4.42857142857143	2.66666666666667
634	EN1569	EN	1	24	West	Atheist	USA	USA	Chemist	CA	Yes		University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	2.25	2.09090909090909	0	4.23076923076923	0.833333333333333	6.6	6.28571428571429	5.71428571428571	5.33333333333333
635	EN157	EN	0	35	West	Christian	United States	United States	Doctor	California	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	10	NA	NA	3.375	4.90909090909091	1	2.53846153846154	1.66666666666667	7.06666666666667	5.14285714285714	3.57142857142857	7
636	EN1570	EN	1	41	West	Roman Catholic 	United States	United States	Respiratory therapist	TX	Yes		University / College / Undergraduate School (Bachelor Degree)	1	NA	NA	4.625	1.27272727272727	0	6.30769230769231	4	4.2	7	5.85714285714286	1.66666666666667
637	EN1571	EN	1	30	South	Jewish 	United States 	United States	Part time	Florida	Yes		Junior High School / Middle School	0	NA	NA	4.125	4.63636363636364	1	5.38461538461539	2.33333333333333	9.26666666666667	6	5.71428571428571	2.33333333333333
638	EN1572	EN	1	20	South	Christian 	United State	United State	Retail	Alabama	Yes		Vocational School / Technical College / Communication College (Associate Degree)	5	NA	NA	4.125	5	1	4.30769230769231	1.5	6.4	4.42857142857143	4.42857142857143	1.66666666666667
639	EN1573	EN	1	24	South	Spiritual 	United States 	United States 	Student	North Carolina 	Yes		University / College / Undergraduate School (Bachelor Degree)	7	NA	NA	4.25	2.36363636363636	1	2.53846153846154	3.5	5.86666666666667	4.57142857142857	5	2.66666666666667
640	EN1574	EN	1	39	South	Catholic 	USA	USA	Shift Lead	MS	Yes		University / College / Undergraduate School (Bachelor Degree)	5	NA	NA	3.125	3.90909090909091	1	6.07692307692308	2	2	5.71428571428571	5.57142857142857	1
641	EN1575	EN	1	57	South	Catholic 	USA	USA	Chef	Oklahoma 	No	Basic	Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	4	6	1	5.61538461538461	2.33333333333333	0	5.28571428571429	5.85714285714286	3
642	EN1576	EN	1	20	South	None	USA 	USA	Unemployed 	Ga	No	Native	Vocational School / Technical College / Communication College (Associate Degree)	5	NA	NA	4.25	1.36363636363636	0	6.38461538461539	3.16666666666667	7.33333333333333	6.28571428571429	6	1.33333333333333
643	EN1577	EN	1	48	South	None	Usa	Usa	Claims	Nc	Yes		Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	3.75	2.90909090909091	1	6.23076923076923	4	5.53333333333333	4	5.71428571428571	1
644	EN1578	EN	1	60	South	Methodist	USA	USA	Homemaker 	Texas 	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	3	3.63636363636364	1	6.46153846153846	3.66666666666667	3.46666666666667	6.71428571428571	5	1.66666666666667
645	EN1579	EN	1	29	South	Christianity	United States	United States	Accountant	Texas	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	4	4.45454545454545	1	4	1.33333333333333	5	5.71428571428571	5.28571428571429	1
646	EN158	EN	0	30	South	Evangelical	United States of America 	Georgia 	IT 	Georgia 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	9	NA	NA	2.5	3.36363636363636	1	5.46153846153846	2.5	4.73333333333333	3.57142857142857	2.85714285714286	2
647	EN1580	EN	1	54	West	Roman Catholic	United States	United States	Homemaker	California	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	2.375	4.27272727272727	1	6.61538461538461	3.33333333333333	0.466666666666667	6.42857142857143	4.57142857142857	2
648	EN1581	EN	1	56	South	Catholic 	USA	USA	Homemaker 	Georgia 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	3.375	4.36363636363636	1	4.46153846153846	0.166666666666667	1.6	4	4.57142857142857	1
649	EN1582	EN	1	58	South	Catholic	Usa	Usa	Titor	Florida	Yes		University / College / Undergraduate School (Bachelor Degree)	10	NA	NA	5	5.90909090909091	1	7	2.66666666666667	5.86666666666667	6.42857142857143	5.71428571428571	1.66666666666667
650	EN1583	EN	1	24	South	christian	usa	usa	retail	FL	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	0	NA	NA	4.125	5.45454545454545	1	2.46153846153846	3.5	7.86666666666667	4.71428571428571	3.71428571428571	1.33333333333333
651	EN1584	EN	1	57	South	Methodist 	USA	USA	disabled 	MD	Yes		Vocational School / Technical College / Communication College (Associate Degree)	10	NA	NA	4	4.81818181818182	1	6.53846153846154	4	6	6.85714285714286	6.57142857142857	1.33333333333333
652	EN1585	EN	1	55	West	christian	USA	USA	homemaker	CALIFORNIA	No	Business	Vocational School / Technical College / Communication College (Associate Degree)	0	NA	NA	4	4.09090909090909	1	6.69230769230769	2.16666666666667	4.73333333333333	6.85714285714286	6.85714285714286	2.33333333333333
